Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Verdict,Original Type
Home,PASS,,1,82249,6854.083,82379,6864.917,Player 16400,Player 16450,0.15232,0.49504,0.472,0.40726,REJECTED,PASS
Home,PASS,,1,82432,6869.333,82457,6871.417,Player 16450,Player 16507,0.47567,0.14807,0.37176,0.19794,ACCEPTED,PASS
Home,PASS,,1,82476,6873.0,82484,6873.667,Player 16507,Player 16511,0.32813,0.2392,0.2984,0.27304,ACCEPTED,PASS
Home,PASS,,1,82509,6875.75,82519,6876.583,Player 16511,Player 16519,0.23509,0.3511,0.21585,0.44762,ACCEPTED,PASS
Home,PASS,,1,82528,6877.333,82563,6880.25,Player 16519,Player 16511,0.1863,0.48304,0.13657,0.31357,ACCEPTED,PASS
Home,BALL LOST,,1,82569,6880.75,82570,6880.833,Player 16511,,0.15615,0.25176,0.16734,0.25914,REJECTED,BALL LOST
Away,RECOVERY,,1,82570,6880.833,82570,6880.833,Player 16513,,0.16734,0.25914,0.16734,0.25914,REJECTED,RECOVERY
Away,PASS,,1,82572,6881.0,82588,6882.333,Player 16513,Player 16551,0.1897,0.27389,0.34261,0.37762,REJECTED,PASS
Away,BALL LOST,,1,82589,6882.417,82604,6883.667,Player 16551,,0.34559,0.37618,0.36645,0.37893,REJECTED,BALL LOST
Home,RECOVERY,,1,82604,6883.667,82604,6883.667,Player 16572,,0.36645,0.37893,0.36645,0.37893,REJECTED,RECOVERY
Home,BALL LOST,,1,82607,6883.917,82675,6889.583,Player 16572,,0.37914,0.37647,0.41411,0.12547,REJECTED,BALL LOST
Away,RECOVERY,,1,82675,6889.583,82675,6889.583,Player 16574,,0.41411,0.12547,0.41411,0.12547,REJECTED,RECOVERY
Away,CHALLENGE,,1,82685,6890.417,82690,6890.833,Player 16574,,0.36121,0.05103,0.36479,0.19084,REJECTED,CHALLENGE
Home,CHALLENGE,,1,82685,6890.417,82690,6890.833,Player 16548,,0.36121,0.05103,0.36479,0.19084,REJECTED,CHALLENGE
Home,BALL LOST,,1,82707,6892.25,82708,6892.333,Player 16548,,0.27375,0.09914,0.26936,0.08538,REJECTED,BALL LOST
Away,RECOVERY,,1,82708,6892.333,82708,6892.333,Player 16589,,0.26936,0.08538,0.26936,0.08538,REJECTED,RECOVERY
Away,PASS,,1,82727,6893.917,82736,6894.667,Player 16589,Player 16574,0.24162,0.0768,0.26872,0.1655,ACCEPTED,PASS
Away,PASS,,1,82762,6896.833,82779,6898.25,Player 16574,Player 16584,0.28018,0.29097,0.2873,0.52609,ACCEPTED,PASS
Away,PASS,,1,82780,6898.333,82785,6898.75,Player 16584,Player 16567,0.28739,0.52971,0.15547,0.47403,REJECTED,PASS
Away,PASS,,1,82811,6900.917,82818,6901.5,Player 16567,Player 16584,0.14235,0.49915,0.28861,0.61804,REJECTED,PASS
Home,PASS,,1,82830,6902.5,82831,6902.583,Player 16601,Player 16603,0.15499,0.55867,0.12861,0.5474,REJECTED,PASS
Home,PASS,,1,82833,6902.75,82844,6903.667,Player 16603,Player 16601,0.10129,0.54621,0.1242,0.55931,REJECTED,PASS
Away,PASS,,1,82868,6905.667,82869,6905.75,Player 16583,Player 16611,0.16731,0.27254,0.17301,0.22665,REJECTED,PASS
Away,PASS,,1,82872,6906.0,82889,6907.417,Player 16611,Player 16614,0.15354,0.19398,0.14759,0.46743,REJECTED,PASS
Away,PASS,,1,82896,6908.0,82904,6908.667,Player 16614,Player 16641,0.13493,0.47188,0.12599,0.43966,REJECTED,PASS
Away,PASS,,1,82915,6909.583,82954,6912.833,Player 16641,Player 16644,0.09443,0.40722,0.26951,0.40841,REJECTED,PASS
Away,PASS,,1,82955,6912.917,82956,6913.0,Player 16644,Player 16645,0.28884,0.41938,0.30818,0.43035,REJECTED,PASS
Away,BALL LOST,,1,83038,6919.833,83045,6920.417,Player 16645,,0.41356,0.71954,0.34712,0.69271,REJECTED,BALL LOST
Home,RECOVERY,,1,83045,6920.417,83045,6920.417,Player 16662,,0.34712,0.69271,0.34712,0.69271,REJECTED,RECOVERY
Home,PASS,,1,83047,6920.583,83052,6921.0,Player 16662,Player 16670,0.31995,0.68641,0.30064,0.67888,REJECTED,PASS
Home,PASS,,1,83053,6921.083,83057,6921.417,Player 16670,Player 16673,0.29677,0.67738,0.26318,0.66622,REJECTED,PASS
Home,SHOT,,1,83061,6921.75,83182,6931.833,Player 16673,,0.24043,0.63364,0.49056,0.1644,REJECTED,SHOT
Away,PASS,,1,83186,6932.167,83188,6932.333,Player 16708,Player 16712,0.46777,0.17646,0.46047,0.266,REJECTED,PASS
Away,PASS,,1,83202,6933.5,83204,6933.667,Player 16712,Player 16708,0.44318,0.31697,0.43423,0.24765,REJECTED,PASS
Away,PASS,,1,83241,6936.75,83252,6937.667,Player 16708,Player 16712,0.25773,0.28233,0.23643,0.3557,REJECTED,PASS
Away,PASS,,1,83253,6937.75,83254,6937.833,Player 16712,Player 16700,0.21285,0.36669,0.18926,0.37769,REJECTED,PASS
Away,PASS,,1,83255,6937.917,83309,6942.417,Player 16700,Player 16722,0.16567,0.38869,0.22562,0.90409,REJECTED,PASS
Away,PASS,,1,83331,6944.25,83338,6944.833,Player 16742,Player 16731,0.21695,0.83862,0.22818,0.73194,ACCEPTED,PASS
Away,PASS,,1,83362,6946.833,83366,6947.167,Player 16731,Player 16749,0.22116,0.60574,0.11028,0.53451,REJECTED,PASS
Away,BALL LOST,,1,83395,6949.583,83413,6951.083,Player 16763,,0.11517,0.53762,0.22707,0.45879,REJECTED,BALL LOST
Home,RECOVERY,,1,83413,6951.083,83413,6951.083,Player 16764,,0.22707,0.45879,0.22707,0.45879,REJECTED,RECOVERY
Home,BALL LOST,,1,83421,6951.75,83422,6951.833,Player 16764,,0.23582,0.50197,0.23243,0.52021,REJECTED,BALL LOST
Away,RECOVERY,,1,83422,6951.833,83422,6951.833,Player 16731,,0.23243,0.52021,0.23243,0.52021,REJECTED,RECOVERY
Away,PASS,,1,83428,6952.333,83431,6952.583,Player 16731,Player 16758,0.21453,0.58441,0.211,0.61744,ACCEPTED,PASS
Away,BALL LOST,,1,83441,6953.417,83442,6953.5,Player 16758,,0.19405,0.65907,0.19359,0.65843,ACCEPTED,BALL LOST
Home,RECOVERY,,1,83442,6953.5,83442,6953.5,Player 16799,,0.19359,0.65843,0.19359,0.65843,REJECTED,RECOVERY
Home,BALL LOST,,1,83445,6953.75,83445,6953.75,Player 16799,,0.17884,0.64606,-0.00288,0.6864,REJECTED,BALL LOST
Home,SET PIECE,,1,83943,6995.25,83943,6995.25,Player 16831,,0.37231,0.62964,0.37231,0.62964,REJECTED,SET PIECE
Home,BALL LOST,,1,83947,6995.583,83954,6996.167,Player 16831,,0.44966,0.61394,0.66137,0.51347,REJECTED,BALL LOST
Away,RECOVERY,,1,83954,6996.167,83954,6996.167,Player 16834,,0.66137,0.51347,0.66137,0.51347,REJECTED,RECOVERY
Away,BALL LOST,,1,83959,6996.583,84013,7001.083,Player 16834,,0.71861,0.54606,0.88704,0.50266,REJECTED,BALL LOST
Home,RECOVERY,,1,84013,7001.083,84013,7001.083,Player 16846,,0.88704,0.50266,0.88704,0.50266,REJECTED,RECOVERY
Home,PASS,,1,84018,7001.5,84120,7010.0,Player 16846,Player 16910,0.90681,0.4589,0.7782,0.86306,REJECTED,PASS
Home,BALL LOST,,1,84130,7010.833,84138,7011.5,Player 16910,,0.78299,0.87572,0.89208,0.53022,REJECTED,BALL LOST
Away,RECOVERY,,1,84138,7011.5,84138,7011.5,Player 16915,,0.89208,0.53022,0.89208,0.53022,REJECTED,RECOVERY
Away,PASS,,1,84147,7012.25,84173,7014.417,Player 16923,Player 16941,0.90709,0.49726,0.84794,0.50903,REJECTED,PASS
Away,PASS,,1,84186,7015.5,84196,7016.333,Player 16941,Player 16950,0.86736,0.54163,0.90281,0.86944,REJECTED,PASS
Away,BALL LOST,,1,84197,7016.417,84198,7016.5,Player 16950,,0.90636,0.90222,0.9099,0.935,REJECTED,BALL LOST
Home,RECOVERY,,1,84198,7016.5,84198,7016.5,Player 16926,,0.9099,0.935,0.9099,0.935,REJECTED,RECOVERY
Away,PASS,,1,84207,7017.25,84211,7017.583,Player 16950,Player 16909,0.88876,0.90819,0.85869,0.87112,REJECTED,PASS
Away,BALL LOST,,1,84215,7017.917,84216,7018.0,Player 16909,,0.83602,0.83949,0.82733,0.82788,REJECTED,BALL LOST
Home,RECOVERY,,1,84216,7018.0,84216,7018.0,Player 16962,,0.82733,0.82788,0.82733,0.82788,REJECTED,RECOVERY
Home,BALL LOST,,1,84220,7018.333,84221,7018.417,Player 16962,,0.82978,0.80469,0.83763,0.79326,REJECTED,BALL LOST
Away,RECOVERY,,1,84221,7018.417,84221,7018.417,Player 16909,,0.83763,0.79326,0.83763,0.79326,REJECTED,RECOVERY
Home,PASS,,1,84243,7020.25,84244,7020.333,Player 16983,Player 16945,0.86367,0.8648,0.87371,0.89609,ACCEPTED,PASS
Away,PASS,,1,84247,7020.583,84254,7021.167,Player 16973,Player 16934,0.88084,0.89517,0.90047,0.90033,REJECTED,PASS
Away,PASS,,1,84263,7021.917,84291,7024.25,Player 16934,Player 16990,0.91959,0.923,0.85056,0.47022,ACCEPTED,PASS
Away,BALL LOST,,1,84294,7024.5,84295,7024.583,Player 16990,,0.85963,0.45478,0.86248,0.45343,REJECTED,BALL LOST
Home,RECOVERY,,1,84295,7024.583,84295,7024.583,Player 16997,,0.86248,0.45343,0.86248,0.45343,REJECTED,RECOVERY
Home,BALL LOST,,1,84297,7024.75,84298,7024.833,Player 16997,,0.88124,0.46887,0.88501,0.46904,REJECTED,BALL LOST
Away,RECOVERY,,1,84298,7024.833,84298,7024.833,Player 16990,,0.88501,0.46904,0.88501,0.46904,REJECTED,RECOVERY
Away,BALL LOST,,1,84308,7025.667,84317,7026.417,Player 16990,,0.91632,0.50897,0.85154,0.86814,REJECTED,BALL LOST
Home,RECOVERY,,1,84317,7026.417,84317,7026.417,Player 16987,,0.85154,0.86814,0.85154,0.86814,REJECTED,RECOVERY
Home,BALL LOST,,1,84325,7027.083,84325,7027.083,Player 16987,,0.85469,0.91809,0.85469,0.91809,REJECTED,BALL LOST
Away,SET PIECE,,1,84376,7031.333,84376,7031.333,Player 17038,,0.87432,0.53147,0.87432,0.53147,REJECTED,SET PIECE
Away,BALL LOST,,1,84383,7031.917,84384,7032.0,Player 17038,,0.87612,0.57409,0.87494,0.58357,REJECTED,BALL LOST
Home,RECOVERY,,1,84384,7032.0,84384,7032.0,Player 17046,,0.87494,0.58357,0.87494,0.58357,REJECTED,RECOVERY
Home,BALL LOST,,1,84400,7033.333,84420,7035.0,Player 17046,,0.88417,0.57374,0.91967,0.50996,REJECTED,BALL LOST
Away,RECOVERY,,1,84420,7035.0,84420,7035.0,Player 17038,,0.91967,0.50996,0.91967,0.50996,REJECTED,RECOVERY
Away,PASS,,1,84423,7035.25,84430,7035.833,Player 17038,Player 17061,0.92258,0.49021,0.8828,0.64837,REJECTED,PASS
Away,BALL LOST,,1,84432,7036.0,84433,7036.083,Player 17061,,0.87144,0.69356,0.86576,0.71615,REJECTED,BALL LOST
Home,RECOVERY,,1,84433,7036.083,84433,7036.083,Player 17039,,0.86576,0.71615,0.86576,0.71615,REJECTED,RECOVERY
Away,PASS,,1,84465,7038.75,84509,7042.417,Player 17038,Player 17059,0.88125,0.54195,0.85329,0.6178,REJECTED,PASS
Home,PASS,,1,84531,7044.25,84532,7044.333,Player 17070,Player 17087,0.77719,0.6875,0.75649,0.71568,ACCEPTED,PASS
Home,PASS,,1,84536,7044.667,84538,7044.833,Player 17087,Player 17067,0.77883,0.73525,0.7924,0.77009,ACCEPTED,PASS
Home,PASS,,1,84864,7072.0,84887,7073.917,Player 17143,Player 17136,0.7014,0.92938,0.83833,0.43846,REJECTED,PASS
Home,PASS,,1,84889,7074.083,84901,7075.083,Player 17136,Player 17120,0.83431,0.44246,0.8675,0.47019,REJECTED,PASS
Home,BALL LOST,,1,84902,7075.167,84902,7075.167,Player 17120,,0.86899,0.47025,0.86899,0.47025,REJECTED,BALL LOST
