Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Verdict,Original Type
Away,PASS,,1,14881,1240.083,14896,1241.333,Player 3226,Player 3267,0.59735,0.19778,0.55088,0.25734,REJECTED,PASS
Away,BALL LOST,,1,14897,1241.417,14920,1243.333,Player 3267,,0.54503,0.24007,0.45056,0.09015,REJECTED,BALL LOST
Home,RECOVERY,,1,14920,1243.333,14920,1243.333,Player 3275,,0.45056,0.09015,0.45056,0.09015,REJECTED,RECOVERY
Home,PASS,,1,14993,1249.417,15000,1250.0,Player 3275,Player 3297,0.41807,0.06065,0.41062,0.09241,ACCEPTED,PASS
Home,PASS,,1,15004,1250.333,15012,1251.0,Player 3297,Player 3280,0.41087,0.14174,0.42991,0.2366,ACCEPTED,PASS
Home,PASS,,1,15058,1254.833,15066,1255.5,Player 3280,Player 3315,0.44097,0.35746,0.43682,0.27925,ACCEPTED,PASS
Home,PASS,,1,15109,1259.083,15125,1260.417,Player 3315,Player 3332,0.37236,0.25958,0.31378,0.08407,ACCEPTED,PASS
Home,BALL LOST,INTERCEPTION,1,15157,1263.083,15166,1263.833,Player 3332,,0.29695,0.17589,0.26909,0.19267,ACCEPTED,BALL LOST
Away,RECOVERY,,1,15166,1263.833,15166,1263.833,Player 3292,,0.26909,0.19267,0.26909,0.19267,REJECTED,RECOVERY
Away,BALL LOST,,1,15182,1265.167,15208,1267.333,Player 3292,,0.23431,0.12653,0.2176,0.05647,REJECTED,BALL LOST
Home,RECOVERY,,1,15208,1267.333,15208,1267.333,Player 3351,,0.2176,0.05647,0.2176,0.05647,REJECTED,RECOVERY
Home,BALL LOST,,1,15218,1268.167,15228,1269.0,Player 3351,,0.22713,0.0372,0.1575,0.14792,REJECTED,BALL LOST
Away,RECOVERY,,1,15228,1269.0,15228,1269.0,Player 3321,,0.1575,0.14792,0.1575,0.14792,REJECTED,RECOVERY
Away,BALL LOST,,1,15234,1269.5,15239,1269.917,Player 3321,,0.13903,0.1789,0.09854,0.24269,REJECTED,BALL LOST
Home,RECOVERY,,1,15239,1269.917,15239,1269.917,Player 3317,,0.09854,0.24269,0.09854,0.24269,REJECTED,RECOVERY
Home,BALL LOST,,1,15245,1270.417,15266,1272.167,Player 3317,,0.0811,0.24207,0.35299,0.01878,REJECTED,BALL LOST
Away,RECOVERY,,1,15266,1272.167,15266,1272.167,Player 3359,,0.35299,0.01878,0.35299,0.01878,REJECTED,RECOVERY
Away,BALL LOST,,1,15268,1272.333,15268,1272.333,Player 3359,,0.36211,-0.00965,0.36259,-0.00632,REJECTED,BALL LOST
Home,SET PIECE,,1,15276,1273.0,15276,1273.0,Player 3372,,0.24028,0.13178,0.24028,0.13178,REJECTED,SET PIECE
Home,PASS,,1,15308,1275.667,15313,1276.083,Player 3372,Player 3376,0.27504,0.07628,0.206,0.14005,ACCEPTED,PASS
Home,PASS,,1,15315,1276.25,15317,1276.417,Player 3376,Player 3381,0.1805,0.16415,0.2041,0.15365,REJECTED,PASS
Home,PASS,,1,15318,1276.5,15323,1276.917,Player 3381,Player 3384,0.21591,0.1484,0.2475,0.13234,REJECTED,PASS
Home,PASS,LONG BALL,1,15324,1277.0,15361,1280.083,Player 3384,Player 3392,0.24558,0.13219,0.52176,0.38954,ACCEPTED,PASS
Home,PASS,,1,15399,1283.25,15409,1284.083,Player 3392,Player 3412,0.54777,0.48306,0.50832,0.42778,ACCEPTED,PASS
Home,PASS,,1,15428,1285.667,15442,1286.833,Player 3401,Player 3392,0.52376,0.45432,0.56666,0.56693,ACCEPTED,PASS
Home,PASS,,1,15474,1289.5,15487,1290.583,Player 3392,Player 3442,0.61882,0.58383,0.65315,0.42084,ACCEPTED,PASS
Home,PASS,,1,15510,1292.5,15513,1292.75,Player 3452,Player 3442,0.64189,0.43819,0.68673,0.44096,ACCEPTED,PASS
Home,PASS,,1,15514,1292.833,15538,1294.833,Player 3442,Player 3469,0.703,0.44368,0.83201,0.48,ACCEPTED,PASS
Home,PASS,LONG BALL,1,15643,1303.583,15687,1307.25,Player 3469,Player 3497,0.83108,0.56685,0.59553,0.10293,ACCEPTED,PASS
Home,PASS,,1,15697,1308.083,15707,1308.917,Player 3497,Player 3483,0.58788,0.11924,0.63722,0.26912,ACCEPTED,PASS
Home,PASS,,1,15733,1311.083,15740,1311.667,Player 3483,Player 3485,0.64442,0.21957,0.64301,0.13041,ACCEPTED,PASS
Home,PASS,,1,15779,1314.917,15787,1315.583,Player 3524,Player 3529,0.64464,0.08588,0.65639,0.12428,ACCEPTED,PASS
Home,BALL LOST,,1,15887,1323.917,15900,1325.0,Player 3532,,0.61337,0.46132,0.61746,0.6424,REJECTED,BALL LOST
Away,RECOVERY,,1,15900,1325.0,15900,1325.0,Player 3558,,0.61746,0.6424,0.61746,0.6424,REJECTED,RECOVERY
Away,BALL LOST,,1,15937,1328.083,15938,1328.167,Player 3558,,0.56607,0.80206,0.56457,0.80136,REJECTED,BALL LOST
Home,RECOVERY,,1,15938,1328.167,15938,1328.167,Player 3569,,0.56457,0.80136,0.56457,0.80136,REJECTED,RECOVERY
Home,BALL LOST,,1,15962,1330.167,15968,1330.667,Player 3569,,0.46345,0.86166,0.45044,0.90488,REJECTED,BALL LOST
Away,RECOVERY,,1,15968,1330.667,15968,1330.667,Player 3575,,0.45044,0.90488,0.45044,0.90488,REJECTED,RECOVERY
Away,PASS,,1,15990,1332.5,15992,1332.667,Player 3575,Player 3536,0.39562,0.97475,0.36675,0.91241,ACCEPTED,PASS
Home,PASS,,1,16274,1356.167,16277,1356.417,Player 3610,Player 3611,0.23091,0.90121,0.31764,0.94171,REJECTED,PASS
Home,PASS,,1,16282,1356.833,16285,1357.083,Player 3611,Player 3610,0.31367,0.93412,0.23342,0.89291,REJECTED,PASS
Home,BALL LOST,,1,16287,1357.25,16287,1357.25,Player 3610,,0.19795,0.86537,0.33841,1.01293,REJECTED,BALL LOST
Home,PASS,,1,54072,4506.0,54079,4506.583,Player 10597,Player 10628,0.43172,0.36726,0.57051,0.3068,REJECTED,PASS
Home,PASS,,1,54105,4508.75,54115,4509.583,Player 10628,Player 10627,0.70462,0.32721,0.74864,0.22206,ACCEPTED,PASS
Home,PASS,,1,54130,4510.833,54239,4519.917,Player 10627,Player 10693,0.84312,0.13576,0.70629,0.06966,REJECTED,PASS
Home,PASS,,1,54399,4533.25,54423,4535.25,Player 10638,Player 10719,0.67024,0.21376,0.59643,0.07521,REJECTED,PASS
Home,BALL LOST,,1,54431,4535.917,54465,4538.75,Player 10719,,0.58309,0.09919,0.59467,0.26109,REJECTED,BALL LOST
Away,RECOVERY,,1,54465,4538.75,54465,4538.75,Player 10748,,0.59467,0.26109,0.59467,0.26109,REJECTED,RECOVERY
Away,BALL LOST,,1,54467,4538.917,54468,4539.0,Player 10748,,0.61736,0.25176,0.62871,0.24709,REJECTED,BALL LOST
Home,RECOVERY,,1,54468,4539.0,54468,4539.0,Player 10749,,0.62871,0.24709,0.62871,0.24709,REJECTED,RECOVERY
Home,PASS,,1,54483,4540.25,54501,4541.75,Player 10749,Player 10715,0.64373,0.21929,0.6512,0.10672,ACCEPTED,PASS
Home,BALL LOST,,1,54510,4542.5,54510,4542.5,Player 10715,,0.68003,0.11112,0.6651,-0.02228,REJECTED,BALL LOST
Away,SET PIECE,,1,54529,4544.083,54529,4544.083,Player 10763,,0.79041,0.17956,0.79041,0.17956,REJECTED,SET PIECE
Away,PASS,,1,54530,4544.167,54541,4545.083,Player 10763,Player 10767,0.79497,0.17507,0.834,0.13534,REJECTED,PASS
Away,PASS,,1,54546,4545.5,54568,4547.333,Player 10767,Player 10756,0.83022,0.13199,0.80878,0.23641,ACCEPTED,PASS
Home,BALL LOST,,1,54577,4548.083,54592,4549.333,Player 10758,,0.81081,0.24715,0.99605,0.08212,REJECTED,BALL LOST
Away,RECOVERY,,1,54592,4549.333,54592,4549.333,Player 10785,,0.99605,0.08212,0.99605,0.08212,REJECTED,RECOVERY
Away,BALL LOST,,1,54600,4550.0,54677,4556.417,Player 10785,,0.97828,0.12938,0.49787,0.26741,REJECTED,BALL LOST
Home,RECOVERY,,1,54677,4556.417,54677,4556.417,Player 10824,,0.49787,0.26741,0.49787,0.26741,REJECTED,RECOVERY
Home,PASS,,1,54681,4556.75,54743,4561.917,Player 10824,Player 10851,0.46871,0.34076,0.15858,0.51434,REJECTED,PASS
Home,BALL LOST,,1,54758,4563.167,54759,4563.25,Player 10851,,0.14083,0.53799,0.14262,0.54146,REJECTED,BALL LOST
Away,RECOVERY,,1,54759,4563.25,54759,4563.25,Player 10868,,0.14262,0.54146,0.14262,0.54146,REJECTED,RECOVERY
Away,BALL LOST,,1,54764,4563.667,54767,4563.917,Player 10868,,0.13595,0.54687,0.133,0.55362,REJECTED,BALL LOST
Home,RECOVERY,,1,54767,4563.917,54767,4563.917,Player 10869,,0.133,0.55362,0.133,0.55362,REJECTED,RECOVERY
Home,BALL LOST,,1,54780,4565.0,54780,4565.0,Player 10869,,0.11412,0.55504,0.17011,1.00503,REJECTED,BALL LOST
Home,SET PIECE,,1,55217,4601.417,55217,4601.417,Player 10914,,0.12372,0.4584,0.12372,0.4584,REJECTED,SET PIECE
Home,SHOT,,1,55256,4604.667,55358,4613.167,Player 10917,,0.10164,0.34066,0.05511,0.48046,REJECTED,SHOT
Home,PASS,,1,55362,4613.5,55368,4614.0,Player 10948,Player 10930,0.06375,0.44179,0.07113,0.41063,REJECTED,PASS
Home,BALL LOST,,1,55424,4618.667,55425,4618.75,Player 10930,,0.10831,0.13544,0.13176,0.16447,REJECTED,BALL LOST
Away,RECOVERY,,1,55425,4618.75,55425,4618.75,Player 10941,,0.13176,0.16447,0.13176,0.16447,REJECTED,RECOVERY
Away,BALL LOST,,1,55452,4621.0,55453,4621.083,Player 10941,,0.10769,0.16768,0.08807,0.14585,REJECTED,BALL LOST
Home,RECOVERY,,1,55453,4621.083,55453,4621.083,Player 10930,,0.08807,0.14585,0.08807,0.14585,REJECTED,RECOVERY
Away,BALL LOST,,1,55475,4622.917,55476,4623.0,Player 10993,,0.08706,0.18703,0.08913,0.18291,REJECTED,BALL LOST
Home,RECOVERY,,1,55476,4623.0,55476,4623.0,Player 10998,,0.08913,0.18291,0.08913,0.18291,REJECTED,RECOVERY
Home,PASS,,1,55518,4626.5,55528,4627.333,Player 10998,Player 11011,0.11476,0.46668,0.14,0.59715,ACCEPTED,PASS
Home,PASS,,1,55542,4628.5,55571,4630.917,Player 11000,Player 11008,0.17911,0.63413,0.19997,0.546,ACCEPTED,PASS
Home,PASS,,1,55715,4642.917,55719,4643.25,Player 10998,Player 11008,0.42083,0.36357,0.45366,0.39064,REJECTED,PASS
Home,PASS,,1,55729,4644.083,55744,4645.333,Player 11008,Player 11041,0.47268,0.41538,0.45242,0.53985,ACCEPTED,PASS
Home,PASS,,1,55778,4648.167,55783,4648.583,Player 11043,Player 11042,0.442,0.57885,0.42823,0.34876,ACCEPTED,PASS
Home,PASS,,1,55819,4651.583,55829,4652.417,Player 11042,Player 11043,0.41171,0.36412,0.39695,0.46084,ACCEPTED,PASS
Home,BALL LOST,,1,55832,4652.667,55836,4653.0,Player 11043,,0.40151,0.4504,0.44572,0.36204,REJECTED,BALL LOST
Away,RECOVERY,,1,55836,4653.0,55836,4653.0,Player 11013,,0.44572,0.36204,0.44572,0.36204,REJECTED,RECOVERY
Away,PASS,,1,55845,4653.75,55850,4654.167,Player 11013,Player 10986,0.45424,0.34369,0.40226,0.44945,REJECTED,PASS
Away,BALL LOST,,1,55851,4654.25,55869,4655.75,Player 10986,,0.38715,0.48497,0.37214,0.76616,REJECTED,BALL LOST
Home,RECOVERY,,1,55869,4655.75,55869,4655.75,Player 10995,,0.37214,0.76616,0.37214,0.76616,REJECTED,RECOVERY
Home,PASS,,1,55891,4657.583,55912,4659.333,Player 10995,Player 11076,0.37181,0.921,0.46704,0.9325,ACCEPTED,PASS
Home,PASS,,1,55919,4659.917,55931,4660.917,Player 11076,Player 11089,0.46365,0.92905,0.40175,0.8679,ACCEPTED,PASS
Home,PASS,,1,55956,4663.0,55961,4663.417,Player 11089,Player 11094,0.38886,0.81513,0.39833,0.77196,ACCEPTED,PASS
Home,BALL LOST,,1,55973,4664.417,55978,4664.833,Player 11094,,0.42522,0.74026,0.47622,0.73321,REJECTED,BALL LOST
Away,RECOVERY,,1,55978,4664.833,55978,4664.833,Player 11092,,0.47622,0.73321,0.47622,0.73321,REJECTED,RECOVERY
Away,BALL LOST,,1,55983,4665.25,55988,4665.667,Player 11092,,0.49291,0.75087,0.50959,0.76853,REJECTED,BALL LOST
Home,RECOVERY,,1,55988,4665.667,55988,4665.667,Player 11086,,0.50959,0.76853,0.50959,0.76853,REJECTED,RECOVERY
Home,PASS,,1,56034,4669.5,56041,4670.083,Player 11086,Player 11113,0.69477,0.89765,0.73232,0.9364,ACCEPTED,PASS
Home,BALL LOST,,1,56048,4670.667,56083,4673.583,Player 11113,,0.75524,0.96572,0.75974,0.92916,REJECTED,BALL LOST
Away,RECOVERY,,1,56083,4673.583,56083,4673.583,Player 11133,,0.75974,0.92916,0.75974,0.92916,REJECTED,RECOVERY
Away,BALL LOST,,1,56096,4674.667,56097,4674.75,Player 11133,,0.73528,0.91393,0.73299,0.91443,REJECTED,BALL LOST
Home,RECOVERY,,1,56097,4674.75,56097,4674.75,Player 11148,,0.73299,0.91443,0.73299,0.91443,REJECTED,RECOVERY
Home,PASS,,1,56104,4675.333,56107,4675.583,Player 11148,Player 11147,0.70701,0.91245,0.68334,0.906,ACCEPTED,PASS
Home,PASS,,1,56108,4675.667,56143,4678.583,Player 11147,Player 11152,0.68011,0.90413,0.61637,0.71127,ACCEPTED,PASS
Home,PASS,,1,56209,4684.083,56217,4684.75,Player 11148,Player 11152,0.5799,0.70338,0.5762,0.60884,ACCEPTED,PASS
Home,PASS,,1,56253,4687.75,56261,4688.417,Player 11152,Player 11148,0.58051,0.49806,0.5781,0.54463,ACCEPTED,PASS
Home,PASS,,1,56302,4691.833,56308,4692.333,Player 11148,Player 11183,0.61132,0.62507,0.66425,0.66284,ACCEPTED,PASS
Home,PASS,,1,56310,4692.5,56398,4699.833,Player 11183,Player 11202,0.67231,0.67166,0.85602,0.52549,REJECTED,PASS
Home,CHALLENGE,,1,56408,4700.667,56427,4702.25,Player 11202,,0.88137,0.51679,0.90965,0.53665,REJECTED,CHALLENGE
Away,CHALLENGE,,1,56408,4700.667,56427,4702.25,Player 11222,,0.88137,0.51679,0.90965,0.53665,REJECTED,CHALLENGE
Away,PASS,,1,56479,4706.583,56490,4707.5,Player 11222,Player 11193,0.88724,0.46537,0.93515,0.06646,REJECTED,PASS
Away,BALL LOST,,1,56493,4707.75,56493,4707.75,Player 11193,,0.94353,0.07781,0.94627,-0.00926,REJECTED,BALL LOST
Home,SET PIECE,,1,56986,4748.833,56986,4748.833,Player 11306,,0.80719,0.10384,0.80719,0.10384,REJECTED,SET PIECE
Home,PASS,,1,56998,4749.833,57011,4750.917,Player 11306,Player 11294,0.80168,0.13751,0.80448,0.23712,ACCEPTED,PASS
Home,PASS,,1,57054,4754.5,57060,4755.0,Player 11294,Player 11289,0.80766,0.22238,0.80931,0.18099,ACCEPTED,PASS
Home,PASS,,1,57080,4756.667,57093,4757.75,Player 11289,Player 11324,0.61825,0.21385,0.61136,0.13438,ACCEPTED,PASS
Home,PASS,,1,57126,4760.5,57132,4761.0,Player 11324,Player 11347,0.60074,0.15453,0.67057,0.17143,ACCEPTED,PASS
Home,PASS,,1,57135,4761.25,57143,4761.917,Player 11347,Player 11357,0.67849,0.13941,0.71142,0.05034,ACCEPTED,PASS
Home,BALL LOST,,1,57147,4762.25,57147,4762.25,Player 11357,,0.70605,0.00898,0.69575,-0.0003,REJECTED,BALL LOST
Home,SET PIECE,,1,57158,4763.167,57158,4763.167,Player 11357,,0.72959,0.03314,0.72959,0.03314,REJECTED,SET PIECE
Home,PASS,,1,57161,4763.417,57179,4764.917,Player 11357,Player 11369,0.74762,0.04983,0.78438,0.04537,ACCEPTED,PASS
Home,PASS,LONG BALL,1,57187,4765.583,57216,4768.0,Player 11369,Player 11391,0.77716,0.0535,0.26403,0.444,ACCEPTED,PASS
Home,BALL LOST,,1,57263,4771.917,57296,4774.667,Player 11381,,0.32383,0.49307,0.85095,0.47601,REJECTED,BALL LOST
Away,RECOVERY,,1,57296,4774.667,57296,4774.667,Player 11414,,0.85095,0.47601,0.85095,0.47601,REJECTED,RECOVERY
Away,BALL LOST,,1,57361,4780.083,57362,4780.167,Player 11406,,0.83251,0.15888,0.83459,0.15496,REJECTED,BALL LOST
