Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Verdict,Original Type
Home,BALL LOST,,1,2064,137.6,2064,137.6,Player 301,,0.96585,0.09344,1.06124,0.20153,REJECTED,BALL LOST
Home,SET PIECE,,1,2069,137.933,2069,137.933,Player 50,,1.06124,0.20153,1.06124,0.20153,REJECTED,SET PIECE
Home,PASS,,1,2073,138.2,2073,138.2,Player 50,,1.05168,0.27967,1.00476,0.36452,RELABELED,BALL LOST
Home,SET PIECE,,1,2189,145.933,2189,145.933,Player 310,,0.86207,0.55603,0.86207,0.55603,REJECTED,SET PIECE
Home,PASS,,1,2245,149.667,2288,152.533,Player 310,Player 317,0.86788,0.5363,0.87893,0.4468,REJECTED,PASS
Home,PASS,,1,2304,153.6,2623,174.867,Player 317,Player 310,0.87923,0.44587,0.79516,0.37436,REJECTED,PASS
Home,BALL LOST,,1,2700,180.0,2704,180.267,Player 310,,0.71426,0.46644,0.71402,0.48619,REJECTED,BALL LOST
Away,RECOVERY,,1,2704,180.267,2704,180.267,Player 259,,0.71402,0.48619,0.71402,0.48619,REJECTED,RECOVERY
Away,PASS,,1,2724,181.6,2731,182.067,Player 259,Player 378,0.71006,0.54999,0.58753,0.54356,REJECTED,PASS
Away,PASS,,1,2733,182.2,2736,182.4,Player 378,Player 259,0.55251,0.54172,0.5,0.53896,REJECTED,PASS
Away,PASS,,1,2740,182.667,2743,182.867,Player 259,Player 378,0.5,0.54011,0.57403,0.5653,RELABELED,PASS
Away,PASS,,1,2745,183.0,2749,183.267,Player 378,Player 259,0.62338,0.5821,0.72208,0.61569,REJECTED,PASS
Away,PASS,,1,2750,183.333,2811,187.4,Player 259,Player 12,0.7262,0.60791,0.81129,0.97528,REJECTED,PASS
Away,PASS,,1,2831,188.733,2832,188.8,Player 12,,0.7066,0.90194,0.68983,0.87257,RELABELED,BALL LOST
Home,RECOVERY,,1,2832,188.8,2832,188.8,Player 300,,0.68983,0.87257,0.68983,0.87257,REJECTED,RECOVERY
Home,BALL LOST,,1,2840,189.333,2850,190.0,Player 300,,0.67046,0.89336,0.58999,0.93287,REJECTED,BALL LOST
Away,RECOVERY,,1,2850,190.0,2850,190.0,Player 3,,0.58999,0.93287,0.58999,0.93287,REJECTED,RECOVERY
Home,PASS,,1,2864,190.933,2865,191.0,Player 306,Player 195,0.51638,0.86958,0.49858,0.84518,RELABELED,PASS
Home,BALL LOST,,1,2866,191.067,2875,191.667,Player 195,,0.48079,0.82077,0.32063,0.60114,REJECTED,BALL LOST
Away,RECOVERY,,1,2875,191.667,2875,191.667,Player 386,,0.32063,0.60114,0.32063,0.60114,REJECTED,RECOVERY
Away,BALL LOST,,1,2920,194.667,3128,208.533,Player 386,,0.18212,0.56067,0.17757,0.53473,REJECTED,BALL LOST
Home,RECOVERY,,1,3128,208.533,3128,208.533,Player 11,,0.17757,0.53473,0.17757,0.53473,REJECTED,RECOVERY
Home,BALL LOST,,1,3138,209.2,3148,209.867,Player 11,,0.16532,0.49853,0.09722,0.54025,REJECTED,BALL LOST
Away,RECOVERY,,1,3148,209.867,3148,209.867,Player 386,,0.09722,0.54025,0.09722,0.54025,REJECTED,RECOVERY
Away,BALL LOST,,1,3191,212.733,3194,212.933,Player 386,,0.10286,0.54182,0.17396,0.50164,REJECTED,BALL LOST
Home,RECOVERY,,1,3194,212.933,3194,212.933,Player 11,,0.17396,0.50164,0.17396,0.50164,REJECTED,RECOVERY
Home,PASS,,1,3209,213.933,3210,214.0,Player 11,Player 301,0.17111,0.49233,0.18101,0.52794,REJECTED,PASS
Home,PASS,,1,3212,214.133,3231,215.4,Player 301,Player 300,0.20082,0.59917,0.28623,0.70624,REJECTED,PASS
Home,BALL LOST,,1,3583,238.867,3593,239.533,Player 417,,0.95242,0.44486,0.97044,0.44419,REJECTED,BALL LOST
Away,RECOVERY,,1,3593,239.533,3593,239.533,Player 477,,0.97044,0.44419,0.97044,0.44419,REJECTED,RECOVERY
Away,BALL LOST,,1,3605,240.333,3606,240.4,Player 477,,0.99206,0.44339,0.98915,0.44323,REJECTED,BALL LOST
Home,RECOVERY,,1,3606,240.4,3606,240.4,Player 417,,0.98915,0.44323,0.98915,0.44323,REJECTED,RECOVERY
Home,PASS,,1,3642,242.8,3671,244.733,Player 417,Player 430,0.91359,0.40739,0.20119,0.29961,REJECTED,PASS
Home,PASS,,1,3686,245.733,3692,246.133,Player 430,,0.25338,0.2769,0.34213,0.2453,RELABELED,BALL LOST
Away,RECOVERY,,1,3692,246.133,3692,246.133,Player 406,,0.34213,0.2453,0.34213,0.2453,REJECTED,RECOVERY
Away,PASS,,1,3695,246.333,3714,247.6,Player 406,Player 494,0.37853,0.23281,0.46987,0.20599,REJECTED,PASS
Home,PASS,MANUAL,1,3714,247.848,3714,247.848,,,,,,,ADDED,
Away,BALL LOST,,1,3715,247.667,3731,248.733,Player 494,,0.49306,0.21585,0.86413,0.37363,REJECTED,BALL LOST
Home,RECOVERY,,1,3731,248.733,3731,248.733,Player 417,,0.86413,0.37363,0.86413,0.37363,REJECTED,RECOVERY
Home,PASS,,1,3830,255.333,3853,256.867,Player 417,Player 120,0.91691,0.364,0.47124,0.90774,REJECTED,PASS
Home,PASS,,1,3865,257.667,3885,259.0,Player 120,Player 518,0.49546,0.91609,0.98131,0.80387,RELABELED,PASS
Home,BALL LOST,,1,3896,259.733,3896,259.733,Player 518,,1.00707,0.79859,1.00238,0.8046,REJECTED,BALL LOST
Home,SET PIECE,,1,4032,268.8,4032,268.8,Player 518,,0.86786,0.35358,0.86786,0.35358,REJECTED,SET PIECE
Home,PASS,,1,4074,271.6,4126,275.067,Player 518,Player 430,0.86578,0.34646,0.2201,0.2893,RELABELED,PASS
Home,PASS,,1,4140,276.0,4155,277.0,Player 430,Player 310,0.26186,0.2878,0.43836,0.326,REJECTED,PASS
Away,PASS,,1,4294,286.267,4299,286.6,Player 259,Player 425,0.70337,0.32435,0.5902,0.25331,REJECTED,PASS
Away,BALL LOST,,1,4300,286.667,4319,287.933,Player 425,,0.56757,0.23911,0.57261,0.18646,REJECTED,BALL LOST
Home,RECOVERY,,1,4319,287.933,4319,287.933,Player 516,,0.57261,0.18646,0.57261,0.18646,REJECTED,RECOVERY
Away,PASS,,1,4330,288.667,4368,291.2,Player 425,Player 292,0.6147,0.2466,0.6449,0.37366,REJECTED,PASS
Away,PASS,,1,4406,293.733,4420,294.667,Player 292,Player 504,0.62851,0.40979,0.7723,0.53517,REJECTED,PASS
Away,PASS,,1,4431,295.4,4437,295.8,Player 259,Player 406,0.64617,0.35636,0.55722,0.35429,REJECTED,PASS
Home,PASS,MANUAL,1,4458,297.497,4458,297.497,,,,,,,ADDED,
Away,PASS,,1,4460,297.333,4579,305.267,Player 406,Player 259,0.57167,0.35918,0.96093,0.56866,REJECTED,PASS
Away,PASS,,1,4610,307.333,4849,323.267,Player 259,Player 377,0.95895,0.51967,0.71514,0.31043,REJECTED,PASS
Away,PASS,LONG BALL,1,4851,323.4,4918,327.867,Player 377,Player 505,0.69001,0.28849,0.18575,0.35994,ACCEPTED,PASS
Away,PASS,,1,4926,328.4,4932,328.8,Player 505,Player 406,0.19672,0.3681,0.21506,0.37639,REJECTED,PASS
Away,PASS,,1,4955,330.333,4965,331.0,Player 503,,0.2265,0.38626,0.22945,0.38975,RELABELED,CHALLENGE
Home,CHALLENGE,,1,4955,330.333,4965,331.0,Player 306,,0.2265,0.38626,0.22945,0.38975,REJECTED,CHALLENGE
Away,PASS,MANUAL,1,4959,330.931,4959,330.931,,,,,,,ADDED,
Away,PASS,MANUAL,1,4969,331.598,4969,331.598,,,,,,,ADDED,
Home,PASS,,1,4973,331.533,4978,331.867,Player 306,Player 518,0.23664,0.39623,0.26886,0.42459,REJECTED,PASS
Home,PASS,,1,4981,332.067,4982,332.133,Player 518,Player 397,0.29965,0.45169,0.32264,0.46524,REJECTED,PASS
Home,CHALLENGE,,1,4983,332.2,5015,334.333,Player 397,,0.34563,0.47879,0.56488,0.85623,REJECTED,CHALLENGE
Away,CHALLENGE,,1,4983,332.2,5015,334.333,Player 504,,0.34563,0.47879,0.56488,0.85623,REJECTED,CHALLENGE
Away,PASS,,1,5035,335.667,5052,336.8,Player 3,Player 592,0.50119,0.95859,0.21759,0.62525,REJECTED,PASS
Away,PASS,,1,5189,345.933,5202,346.8,Player 592,Player 406,0.2263,0.46581,0.39831,0.36232,REJECTED,PASS
Away,PASS,,1,5204,346.933,5242,349.467,Player 406,Player 503,0.42478,0.3464,0.78941,0.28424,RELABELED,PASS
Away,PASS,MANUAL,1,5224,348.615,5224,348.615,,,,,,,ADDED,
Away,PASS,,1,5243,349.533,5243,349.533,Player 503,,0.7917,0.28464,0.87429,-0.05254,RELABELED,BALL LOST
Away,PASS,,1,5254,350.267,5254,350.267,Player 377,,0.87429,-0.05254,0.87429,-0.05254,RELABELED,SET PIECE
Home,PASS,,1,5276,351.733,5406,360.4,Player 515,Player 616,0.75425,0.12777,0.38057,0.06816,RELABELED,PASS
Away,PASS,MANUAL,1,5401,360.427,5401,360.427,,,,,,,ADDED,
Home,PASS,,1,5407,360.467,5410,360.667,Player 616,Player 590,0.38122,0.08294,0.36159,0.16137,REJECTED,PASS
Home,BALL LOST,,1,5411,360.733,5411,360.733,Player 590,,0.35145,0.1932,0.27584,-0.03045,REJECTED,BALL LOST
Home,SET PIECE,,1,5931,395.4,5931,395.4,Player 612,,0.14787,0.5049,0.14787,0.5049,REJECTED,SET PIECE
Home,PASS,,1,6029,401.933,6032,402.133,Player 612,Player 679,0.13389,0.46661,0.16078,0.52166,REJECTED,PASS
Home,PASS,,1,6033,402.2,6034,402.267,Player 679,Player 363,0.17429,0.54949,0.1878,0.57732,REJECTED,PASS
Home,PASS,,1,6085,405.667,6337,422.467,Player 363,Player 612,0.19755,0.58386,0.23753,0.68424,REJECTED,PASS
Home,BALL LOST,,1,6360,424.0,6472,431.467,Player 612,,0.22942,0.69377,0.20689,0.6181,REJECTED,BALL LOST
Away,RECOVERY,,1,6472,431.467,6472,431.467,Player 592,,0.20689,0.6181,0.20689,0.6181,REJECTED,RECOVERY
Away,PASS,,1,6522,434.8,6540,436.0,Player 592,Player 259,0.20991,0.61531,0.62967,0.77709,REJECTED,PASS
Away,PASS,,1,6564,437.6,6573,438.2,Player 259,Player 504,0.58657,0.84017,0.54285,0.95511,ACCEPTED,PASS
Away,PASS,,1,6600,440.0,6600,440.0,Player 504,,0.49363,1.01143,0.49985,1.02359,RELABELED,BALL LOST
Home,SET PIECE,,1,6601,440.067,6601,440.067,Player 711,,0.49985,1.02359,0.49985,1.02359,REJECTED,SET PIECE
Home,BALL LOST,,1,6602,440.133,6602,440.133,Player 711,,0.49395,1.0259,0.46957,1.03603,REJECTED,BALL LOST
Home,SET PIECE,,1,6606,440.4,6606,440.4,Player 701,,0.46957,1.03603,0.46957,1.03603,REJECTED,SET PIECE
Home,PASS,,1,6640,442.667,6640,442.667,Player 701,,0.48481,1.02767,0.48214,1.0074,RELABELED,BALL LOST
Away,PASS,MANUAL,1,6648,443.643,6648,443.643,,,,,,,ADDED,
Home,SET PIECE,,1,6652,443.467,6652,443.467,Player 590,,0.46101,0.88865,0.46101,0.88865,REJECTED,SET PIECE
Home,BALL LOST,,1,6653,443.533,6804,453.6,Player 590,,0.44036,0.86701,0.19913,0.59689,REJECTED,BALL LOST
Away,FOUL,,1,6804,453.6,6804,453.6,Player 592,,0.19913,0.59689,0.19913,0.59689,RELABELED,RECOVERY
Away,BALL LOST,,1,6858,457.2,7262,484.133,Player 592,,0.19499,0.59179,0.24444,0.68682,REJECTED,BALL LOST
Home,RECOVERY,,1,7262,484.133,7262,484.133,Player 721,,0.24444,0.68682,0.24444,0.68682,REJECTED,RECOVERY
Home,BALL LOST,,1,7275,485.0,7276,485.067,Player 721,,0.17285,0.51932,0.16637,0.5053,REJECTED,BALL LOST
Away,RECOVERY,,1,7276,485.067,7276,485.067,Player 724,,0.16637,0.5053,0.16637,0.5053,REJECTED,RECOVERY
Away,SHOT,,1,7305,487.0,7309,487.267,Player 730,Player 592,0.11798,0.44853,0.08612,0.46347,RELABELED,PASS
Away,BALL LOST,,1,7311,487.4,7321,488.067,Player 592,,0.07515,0.4227,0.13685,0.43075,REJECTED,BALL LOST
Home,RECOVERY,,1,7321,488.067,7321,488.067,Player 728,,0.13685,0.43075,0.13685,0.43075,REJECTED,RECOVERY
Home,BALL LOST,,1,7351,490.067,7352,490.133,Player 633,,0.09452,0.4008,0.07898,0.38968,REJECTED,BALL LOST
Away,RECOVERY,,1,7352,490.133,7352,490.133,Player 592,,0.07898,0.38968,0.07898,0.38968,REJECTED,RECOVERY
