Frame,X_img,Y_img,visible
11862,1329.4,449.4,1
11868,1393.0,457.8,1
11874,1366.8,498.1,1
11886,,,0
11892,,,0
11898,1325,617,1
11904,1281,600,1
11910,1279,575,1
11916,1292,503,1
11922,1289,440,1
11928,1275,424,1
11934,1221,409,1
11940,1138,396,1
11946,1102,401,1
11952,1091,435,1
11958,1040,447,1
11964,1075,443,1
11970,1098,437,1
11976,1098,437,1
11982,1148.3,434.8,1
11988,1208.5,432.9,1
12000,1325.5,443.0,1
12006,1255.5,458.3,1
12012,1163.5,494.5,1
12018,1189.1,504.1,1
12024,1342.5,457.1,1
12030,1375.2,428.4,1
12036,1320,427,1
12042,1292,437,1
12048,1340,488,1
12054,1326.6,528.5,1
12060,1339.3,564.0,1
12066,1401.2,587.6,1
12072,1332.1,591.4,1
12078,1299.4,583.8,1
12084,1317.4,583.8,1
12090,1321,580,1
12096,1342,558,1
12102,1341,527,1
12108,1328,512,1
12114,1321.6,520.7,1
12120,1319.0,531.9,1
12126,1311.0,561.0,1
12132,1279,590,1
12138,1275,612,1
12144,1258,629,1
12150,1246,653,1
12156,1286,652,1
12162,1498.3,692.1,1
12168,1618.6,717.0,1
12174,1535,711,1
12180,1337.5,650.9,1
12186,1211.2,600.3,1
12192,1184,569,1
12198,1217,566,1
12204,1223.2,567.0,1
12210,1228,565,1
12216,1264,560,1
12222,1323.2,556.8,1
12228,1400.8,558.8,1
12234,1388,557,1
12240,1290.2,593.1,1
12246,1240.7,654.5,1
12252,1241,698,1
12258,1213.1,704.8,1
12270,835,796,1
12276,543.8,910.6,1
12282,443,946,1
12288,529,925,1
12294,548,905,1
12300,602,886,1
12306,687,869,1
12312,740,843,1
12318,752,833,1
12324,755,823,1
12330,750,823,1
12336,819,818,1
12342,953,781,1
12348,994,770,1
12354,1071,727,1
12360,1243,685,1
12366,1318,661,1
12372,1334,633,1
12378,1337,627,1
12384,1341,572,1
12390,1341.8,489.8,1
12396,1322.6,452.4,1
12402,1314.7,435.6,1
12408,1289,415,1
12414,1298,420,1
12420,1313.6,422.3,1
12426,1343,423,1
12432,1359,418,1
12438,1351,440,1
12444,1402,434,1
12450,1370.5,440.4,1
12456,1300,462,1
12462,1266,459,1
12468,1367.1,472.1,1
12480,1459,480,1
12486,1412,468,1
12492,1339,472,1
12498,1299,504,1
12510,1214,566,1
12516,1211,559,1
12522,1207,554,1
12528,1215,544,1
12534,1237,544,1
12540,1233,535,1
12546,1207.7,533.1,1
12552,1180,524,1
12558,1167,527,1
12564,1171,529,1
12570,,,0
12576,1151,465,1
12582,,,0
12588,1193,514,1
12594,1202.8,515.6,1
12600,1146,502,1
12606,1114,507,1
12612,1063.2,504.6,1
12618,1039.9,500.9,1
12624,1024.0,503.4,1
12630,1002.6,504.6,1
12636,1044,507,1
12642,1032.0,520.0,1
12648,979,509,1
12654,947,513,1
12660,1021,461,1
12666,1002,442,1
12672,933.2,429.3,1
12678,871.5,426.9,1
12684,836.2,427.6,1
12690,848,421,1
12696,850,417,1
12702,863,430,1
12708,877,432,1
12714,966,384,1
12720,,,0
12726,1124,464,1
12732,1022,603,1
12738,976,647,1
12744,977,693,1
12750,984,688,1
12756,1024,707,1
12762,1068,710,1
12768,1078,721,1
12774,1099,727,1
12780,1089,730,1
12786,1054,728,1
12792,1043,734,1
12798,1061,735,1
12804,1087,738,1
12810,1099,738,1
12816,1167,742,1
12822,1202,748,1
12828,1202,748,1
12834,1385.7,731.5,1
12840,1480,709,1
12846,1366.5,721.5,1
12852,1278.7,703.6,1
12858,1215.0,683.4,1
12864,1175,620,1
12870,1099.9,523.3,1
12876,1084.0,471.5,1
12882,1103.5,454.4,1
12888,1136,438,1
12894,1148,451,1
12900,1176,451,1
12906,1179.3,458.7,1
12912,1185.5,458.4,1
12918,1193.6,460.2,1
12924,1196.7,465.6,1
12930,1186,449,1
12936,1232,429,1
12942,1281.0,420.9,1
12948,1302.0,419.6,1
12954,1307,420,1
12960,1261.3,419.4,1
12966,1246.4,424.9,1
12972,1430.3,428.3,1
12978,1499.8,431.4,1
12984,1415.2,430.0,1
12990,1313.6,430.2,1
12996,1183.2,430.3,1
13002,1110,431,1
13008,1064.6,442.4,1
13014,1023.2,446.4,1
13020,993.2,448.2,1
13026,955.1,453.1,1
13032,908,465,1
13038,864,504,1
13044,824,527,1
13050,734,509,1
13056,682.4,501.9,1
13062,569,501,1
13068,567.8,508.6,1
13074,578,508,1
13080,617,546,1
13086,611,534,1
13092,678.4,621.0,1
13104,754,781,1
13110,745,797,1
13116,751,772,1
13128,702,767,1
13134,656,770,1
13140,669,778,1
13146,618,789,1
13152,518.8,808.5,1
13158,489.6,814.1,1
13164,462,809,1
13170,454.2,809.1,1
13176,322,754,1
13182,256,687,1
13188,259.3,635.2,1
13194,319.5,614.9,1
13200,388.6,601.7,1
13206,487.2,573.1,1
13212,575,544,1
13218,601,535,1
13224,576.1,527.7,1
13230,560.9,527.9,1
13236,545,521,1
13242,,,0
13248,503.6,423.5,1
13254,472.8,405.2,1
13260,456,388,1
13266,464.2,405.3,1
13272,474,415,1
13278,479,429,1
13284,486,435,1
13290,520.3,448.9,1
13296,,,0
13302,733,503,1
13308,392.6,503.6,1
13314,288,509,1
13320,386,501,1
13326,385.5,548.1,1
13332,367,598,1
13338,381,626,1
13344,433.6,641.6,1
13350,447.0,639.5,1
13356,457.1,631.6,1
13362,453,627,1
13368,738.6,694.5,1
13374,1013.6,793.1,1
13380,1305.8,844.8,1
13386,1256,829,1
13392,1152,829,1
13398,1153,828,1
13404,1140,813,1
13410,862,785,1
13416,615,746,1
13422,457.1,744.0,1
13428,456,728,1
13434,556.2,688.5,1
13440,567,694,1
13452,673.8,562.4,1
13458,629,528,1
13464,624,544,1
13470,477,511,1
13476,442,498,1
13482,495,497,1
13488,761,472,1
13494,897,445,1
13500,862,442,1
13506,888,430,1
13512,986,428,1
13518,,,0
13524,998.0,467.5,1
13530,,,0
13536,,,0
13542,,,0
13548,,,0
13554,,,0
13560,,,0
13566,,,0
13572,,,0
13578,,,0
13584,,,0
13590,,,0
13596,588,573,1
13602,,,0
13608,849,993,1
13614,,,0
13620,1035,1029,1
13626,,,0
13632,,,0
13638,,,0
13644,1297,423,1
13650,1310,423,1
13656,1313,460,1
13662,1333,462,1
13668,1342,467,1
13674,1347,467,1
13680,1344,464,1
13686,1344,464,1
13692,1327,464,1
13698,1318.9,467.0,1
13704,1312.0,469.2,1
13710,1305,468,1
13716,1315,467,1
13722,1325,466,1
13728,1331.4,473.9,1
13734,1332,476,1
13740,1312.2,484.6,1
13746,1286.5,487.4,1
13752,1274,474,1
13758,1211.8,465.6,1
13764,1147,442,1
13770,1084,484,1
13776,1014,650,1
13782,939,853,1
13788,925,853,1
13794,792,662,1
13800,681,646,1
13806,637,810,1
13812,778,861,1
13818,947,886,1
13824,1371,747,1
13830,1248,738,1
13836,857,716,1
13842,736,703,1
13848,669,812,1
13854,819,902,1
13860,130,983,1
13866,,,0
13872,1168,830,1
13878,1234,826,1
13884,1272,765,1
13890,1284,727,1
13896,1289,709,1
13902,1270,672,1
13908,1262,647,1
13914,1259,632,1
13920,1267,617,1
13926,1216.5,495.8,1
13932,1145,420,1
13938,1108.8,397.4,1
13944,1110.1,384.4,1
13950,1144.2,388.6,1
13956,1181.6,391.6,1
13962,1228.3,394.4,1
13968,1264.7,403.6,1
13974,1286.9,410.9,1
13980,1285.8,412.8,1
13986,1205.1,400.7,1
13992,1118.8,387.5,1
13998,1222.6,397.8,1
14004,1292.0,413.1,1
14016,1271.0,430.0,1
14022,1332.6,450.4,1
14028,1319.5,456.1,1
14034,1282,444,1
14040,1291,458,1
14046,1274.7,470.9,1
14052,1098,510,1
14058,1110,509,1
14064,1199,489,1
14070,1243,477,1
14076,1408.8,477.8,1
14082,1451,473,1
14088,1465,477,1
14094,1467,481,1
14100,1460,481,1
14106,1468,483,1
14112,1477,499,1
14118,1432,501,1
14124,1432,501,1
14130,1385.2,499.1,1
14136,1324,487,1
14142,1338,495,1
14148,1327,482,1
14154,1321,479,1
14160,1288.8,437.3,1
14166,1300.8,409.5,1
14172,1309.5,410.9,1
14178,1318.8,423.9,1
14184,1300.8,424.5,1
14190,1210.0,413.1,1
14196,1314.6,423.7,1
14202,1448.7,437.6,1
14208,1433,445,1
14214,,,0
14220,1342,436,1
14226,1504.1,473.4,1
14232,1568.8,487.1,1
14238,1574.2,498.0,1
14244,1506,500,1
14250,1393.4,490.9,1
14256,1174.6,502.9,1
14262,1052,507,1
14268,1102,517,1
14274,1176,510,1
14280,1231,516,1
14286,1306,497,1
14292,1274.2,471.8,1
14298,1109.5,424.4,1
14304,1056,402,1
14310,1058,389,1
14316,1129,397,1
14322,1211,424,1
14328,1293.5,422.4,1
14334,1310.4,423.9,1
14340,1315.0,420.5,1
14346,1320.7,427.2,1
14352,1264.5,437.1,1
14358,1216.0,436.1,1
14364,1286.7,452.2,1
14370,1349.8,463.4,1
14376,1309.6,458.6,1
14382,1265.7,455.0,1
14388,1259,457,1
14394,1239,463,1
14400,1243,460,1
14406,1212,437,1
14412,1171.7,418.9,1
14418,1168.2,409.1,1
14424,1217.2,413.8,1
14430,1238.3,418.4,1
14436,1207.0,417.4,1
14442,1244.7,419.1,1
14448,1197.3,424.1,1
14454,1398.3,417.6,1
14460,1588.0,454.9,1
14466,1597,473,1
14472,1579.5,478.9,1
14478,1498,468,1
14484,1431,490,1
14490,1386.7,485.6,1
14496,1381.9,489.6,1
14502,1390,486,1
14508,1387,480,1
14514,1389,480,1
14520,1394,476,1
14526,1385,475,1
14532,1374.4,474.5,1
14538,1362.5,472.6,1
14544,1345,471,1
14550,1348,474,1
14556,1339,471,1
14562,1330,470,1
14568,1330,470,1
14574,1330,470,1
14580,1325.0,467.2,1
14586,1330,470,1
14592,1306,458,1
14598,1314,459,1
14604,1320,459,1
14610,1325.1,459.4,1
14616,1352,469,1
14622,1365,464,1
14628,1432.2,488.4,1
14634,1515,538,1
14640,1570,554,1
14646,1587,579,1
14652,1555,575,1
14658,1515,568,1
14664,1534,516,1
14670,1539.8,487.4,1
14676,1532.7,469.5,1
14682,1530,469,1
14688,1494,461,1
14694,1495,468,1
14700,1447,465,1
14706,1432,462,1
14712,1433,456,1
14718,,,0
14724,1059,323,1
14730,982,247,1
14736,1020,213,1
14742,1007,252,1
14748,921,337,1
14754,974,364,1
14760,,,0
14766,1060.9,376.6,1
14772,1094,380,1
14778,1136,387,1
14784,1230,403,1
14790,1265.1,425.2,1
14796,1294.7,443.2,1
14802,1262.8,447.4,1
14808,1247,432,1
14814,1143.5,439.9,1
14820,1086.6,434.4,1
14826,1078,423,1
14832,1138,444,1
14838,1173,432,1
14844,1204,429,1
14850,,,0
14856,1154,445,1
14862,1165,456,1
14868,1167,470,1
14874,1125,470,1
14880,1118,461,1
14886,1151,461,1
14892,1154,452,1
14898,993,412,1
14904,905,376,1
14910,931.6,355.9,1
14916,968,369,1
14922,1069,368,1
14928,1118,381,1
14934,1157.8,378.1,1
14940,1234,366,1
14946,1313,387,1
14952,1296,394,1
14958,1259,422,1
14964,1235,429,1
14970,1202,438,1
14976,1174,432,1
14982,1191.8,422.1,1
14988,1401.5,405.1,1
14994,1462.2,404.1,1
15000,1379,405,1
15006,1441.6,447.9,1
15012,1466.0,471.5,1
15018,1456,455,1
15024,1428,476,1
15030,1372.2,484.2,1
15036,1348.4,479.0,1
15042,1357.5,476.0,1
15048,1360,486,1
15054,1375,464,1
15060,1382.5,422.9,1
15066,1386.8,397.6,1
15072,1390,408,1
15078,1346.5,406.0,1
15090,1301.3,431.8,1
15096,1299.2,436.9,1
15102,1283,434,1
15108,1266.0,442.9,1
15114,1305,404,1
15120,1286.2,367.4,1
15126,1275,331,1
15132,1313,351,1
15138,1338.8,364.2,1
15144,1323,380,1
15150,1341.0,387.6,1
15156,1370.7,405.9,1
15162,1377,421,1
15168,1373.6,430.2,1
15174,1342,415,1
15180,1336,404,1
15186,1271,369,1
15192,1208,365,1
15198,1191,362,1
15204,1190,352,1
15210,1228,366,1
15216,1210.4,371.0,1
15222,1171,390,1
15228,1052,375,1
15234,912.7,407.4,1
15240,854.1,424.9,1
15246,896,395,1
15252,817,382,1
15258,880,362,1
15264,1034,364,1
15270,1088,368,1
15276,1167.2,414.3,1
15282,1180,414,1
15288,1227,438,1
15294,1226,442,1
15300,1220,437,1
15306,1289,424,1
15312,1404,410,1
15318,1399,409,1
15324,1356,397,1
15330,1304.7,409.1,1
15336,1293,408,1
15342,1382,418,1
15348,1416.8,485.6,1
15354,1491.0,521.4,1
15360,1561.5,547.9,1
15366,1557,556,1
15372,1395.2,537.5,1
15378,1365.0,525.6,1
15384,1353.8,519.8,1
15396,1317.7,519.9,1
15402,1145.5,486.3,1
15408,1042.5,459.8,1
15414,1054,443,1
15420,1075,465,1
15426,1104,459,1
15432,1273.0,503.2,1
15438,1316.8,535.5,1
15444,1372.9,560.5,1
15456,1426.2,589.0,1
15462,1413.1,577.8,1
15474,1290,575,1
15480,1151.2,491.3,1
15486,1097.3,447.6,1
15492,1102,443,1
15498,1137.2,447.9,1
15504,1064.5,468.9,1
15510,994.5,487.5,1
15522,1519,485,1
15528,1583,478,1
15534,1610,485,1
15540,1598,483,1
15546,1537,477,1
15552,1528,481,1
15558,1514,483,1
15564,1508,483,1
15570,1505,485,1
15576,1496,492,1
15588,1459,477,1
15594,1453.8,483.6,1
15600,1433.0,482.9,1
15606,1410.8,481.4,1
15612,1405,488,1
15618,1410,489,1
15624,1407,505,1
15630,1363.5,496.1,1
15636,1329,514,1
15642,1295.0,506.1,1
15648,1285,493,1
15654,810,395,1
15660,741,333,1
15666,773,329,1
15672,785,327,1
15678,1006,333,1
15684,1115.8,360.2,1
15690,1098.0,370.7,1
15696,1106.9,386.6,1
15702,1265.6,430.7,1
15708,1411.4,472.1,1
15714,1368.7,464.8,1
15720,1342.6,459.2,1
15726,1344,441,1
15732,1347,438,1
15738,1307.8,409.8,1
15744,1296,388,1
15750,1282.6,383.4,1
15756,1300.4,382.7,1
15762,1336.7,384.4,1
15774,1433,406,1
15780,1489,419,1
15786,1557,431,1
15792,1519,436,1
15798,1449,438,1
15804,1359,476,1
15810,1329.6,481.8,1
15816,1304.0,491.0,1
15822,1342,494,1
15828,1377,485,1
15834,1407,490,1
15840,1427,498,1
15846,1386,485,1
15852,1339,519,1
15858,1312,526,1
15864,1314,529,1
15870,1297,513,1
15876,1307.1,508.4,1
15882,1348,528,1
15888,1448.9,550.8,1
15894,1420,560,1
15906,1587.0,691.8,1
15912,1569,710,1
15918,1553,703,1
15924,1418,691,1
15930,1364,695,1
15936,1314,700,1
15942,1253,691,1
15948,1105,685,1
15954,1050.0,689.7,1
15960,986,717,1
15966,973.8,771.5,1
15972,888,815,1
15978,787,844,1
15984,755.4,871.0,1
15990,761.4,872.5,1
15996,,,0
16002,777,782,1
16008,930,768,1
16014,972,769,1
16020,893,776,1
16026,889,779,1
16032,890,792,1
16038,887,799,1
16044,892,805,1
16050,892,805,1
16056,,,0
16062,,,0
16068,,,0
16074,,,0
16080,,,0
16086,,,0
16092,,,0
16098,,,0
16104,,,0
16110,,,0
16116,,,0
16122,,,0
16128,,,0
16134,,,0
16140,,,0
16146,,,0
16152,,,0
16158,,,0
16164,,,0
16170,,,0
16176,,,0
16182,,,0
16188,,,0
16194,,,0
16200,,,0
16206,,,0
16212,,,0
16218,,,0
16224,,,0
16230,,,0
16236,,,0
16242,,,0
16248,,,0
16254,,,0
16260,,,0
16266,,,0
16272,,,0
16278,,,0
16284,771,795,1
16290,766,795,1
16296,766,795,1
16302,778,840,1
16308,785,879,1
16314,781,885,1
16320,758,891,1
16326,758,891,1
16332,739,895,1
16338,,,0
16344,,,0
16350,,,0
16356,,,0
16362,,,0
16368,,,0
16374,,,0
16380,,,0
16386,,,0
16392,,,0
16398,,,0
16404,,,0
16410,,,0
16416,,,0
16422,,,0
16428,,,0
16434,,,0
16440,,,0
16446,,,0
16452,,,0
16458,1310,957,1
16464,1315,957,1
16470,1315,957,1
16476,1315,957,1
16482,1315,957,1
16488,1315,957,1
16494,1315,957,1
16500,1307,959,1
16506,763,864,1
16512,763,864,1
16518,763,864,1
16524,763,864,1
16530,742,864,1
16536,742,864,1
16542,742,864,1
16548,,,0
16554,,,0
16560,,,0
16566,,,0
16572,,,0
16578,,,0
16584,1417.7,775.9,1
16590,1419.8,734.5,1
16596,1355.1,735.5,1
16602,1200,809,1
16608,1084.5,841.9,1
16620,1101,890,1
16626,1057,893,1
16632,854,887,1
16638,544,899,1
16644,392,860,1
16650,417,841,1
16656,429,835,1
16662,435,826,1
16668,455,786,1
16674,480,769,1
16680,632,747,1
16686,745,733,1
16692,837,721,1
16698,918,713,1
16704,1035,702,1
16710,1189,686,1
16716,,,0
16722,1366,652,1
16728,1515,629,1
16734,1538,608,1
16740,1488,632,1
16746,1405,643,1
16752,1222,615,1
16758,1107,642,1
16764,783,696,1
16770,596,740,1
16776,546,779,1
16782,622,792,1
16788,703,796,1
16794,878,771,1
16800,1097,755,1
16806,1123,750,1
16812,1077,749,1
16818,1101,733,1
16824,1266,728,1
16830,1242,736,1
16836,1140.5,720.1,1
16842,1053.7,701.6,1
16848,1048.2,678.8,1
16854,1007.5,663.8,1
16860,1081,653,1
16866,1031,650,1
16872,1009.1,639.1,1
16878,1020.2,630.6,1
16884,988.9,617.5,1
16890,984.4,603.5,1
16896,1025.2,593.7,1
16902,1039,595,1
16908,1184.2,599.7,1
16914,1281.8,608.0,1
16920,1292.8,606.5,1
16926,1294.0,606.8,1
16932,1001.4,535.8,1
16938,1336,605,1
16944,,,0
16950,1417,612,1
16956,1478,599,1
16962,,,0
16968,1441,568,1
16974,1395,568,1
16980,,,0
16986,,,0
16992,,,0
16998,,,0
17004,,,0
17010,,,0
17016,,,0
17022,,,0
17028,,,0
17034,,,0
17040,,,0
17046,,,0
17052,,,0
17058,,,0
17064,,,0
17070,1075,589,1
17076,1021,581,1
17082,1016,558,1
17088,1043,549,1
17094,1092,566,1
17100,934.3,584.5,1
17106,1016.2,573.0,1
17118,1091,550,1
17124,1164,543,1
17130,1165,534,1
17136,1180,535,1
17142,1190,535,1
17166,1308.9,506.2,1
17172,1339,499,1
17178,1273.3,474.9,1
17184,1258.3,467.9,1
17190,1291,477,1
17196,1350,481,1
17202,1397,469,1
17208,1396,485,1
17214,,,0
17220,1573.8,532.2,1
17226,1558.3,544.6,1
17232,1482.3,538.7,1
17238,1450,547,1
17244,1313.9,552.0,1
17250,1247.2,561.4,1
17256,1259,557,1
17262,1272,547,1
17268,1281,546,1
17274,1306.2,550.6,1
17280,1342,561,1
17286,1350.6,566.5,1
17292,1348.8,571.5,1
17298,1341.4,572.0,1
17304,1315,567,1
17310,1323,568,1
17316,1329,576,1
17322,1361,547,1
17328,1369,541,1
17334,1385,538,1
17340,1397,538,1
17346,1393,540,1
17352,1377,539,1
17358,1393,551,1
17364,1399,552,1
17370,1431.9,602.2,1
17376,1462.1,640.8,1
17382,1491,659,1
17388,1496,661,1
17394,1510,658,1
17400,1265,735,1
17406,1008,833,1
17412,920,889,1
17418,1478,894,1
17424,1653,847,1
17430,,,0
17436,1404,706,1
17442,1142,701,1
17448,1123,826,1
17454,1103,828,1
17460,1307,600,1
17466,1287.8,566.1,1
17472,1324,541,1
17478,1301,542,1
17484,1314.4,548.5,1
17490,1333.8,551.9,1
17496,1355.2,551.8,1
17502,1369,557,1
17508,1379.8,561.8,1
17514,1360,561,1
17520,1360,561,1
17526,1359,574,1
17532,1365.4,555.4,1
17538,1366,538,1
17544,1377.3,545.0,1
17550,1396.9,541.8,1
17556,1410.9,541.3,1
17562,1400.0,532.4,1
17568,1316.4,484.5,1
17574,1298.2,468.9,1
17580,1274.8,465.9,1
17586,1251.4,468.6,1
17592,1254.2,472.3,1
17598,1245.2,475.9,1
17604,1242.0,484.8,1
17610,1259.2,490.6,1
17616,1277,476,1
17622,1069.8,452.4,1
17628,926.0,429.4,1
17634,903,423,1
17640,959,424,1
17646,1057,419,1
17652,1118.5,417.6,1
17658,1208.3,434.9,1
17664,1331.9,467.5,1
17670,1372,490,1
17676,1369,492,1
17682,1379,487,1
17688,1297,502,1
17694,1279,512,1
17700,1260,514,1
17706,1346,477,1
17712,,,0
17718,1332,427,1
17724,1228,445,1
17730,1246,450,1
17736,1317,459,1
17742,1363,463,1
17748,1375,457,1
17754,1339,469,1
17760,1278.1,455.4,1
17766,1286.3,455.2,1
17772,1317,456,1
17778,1335.8,450.3,1
17784,1350.4,470.5,1
17790,1379.5,492.2,1
17796,1389.0,503.4,1
17802,1415.8,510.6,1
17808,1451,526,1
17814,1453.1,595.5,1
17820,1493.3,649.0,1
17826,1521.0,689.5,1
17832,1478.7,687.8,1
17844,1309.6,679.0,1
17850,1295.1,676.6,1
17856,1302.0,677.0,1
17862,1196,682,1
17868,856,776,1
17874,662,840,1
17880,641,860,1
17886,723,844,1
17892,811,837,1
17898,893,832,1
17904,921,827,1
17910,1072,823,1
17916,1345,782,1
17922,1404,753,1
17928,1463,730,1
17934,1492,709,1
17940,1490,634,1
17946,1437,623,1
17952,,,0
17958,1351,603,1
17964,1361,597,1
17970,1389.3,582.4,1
17982,1365,548,1
17988,1343.3,550.2,1
17994,1360.2,550.7,1
18000,1312,562,1
18006,1279.1,560.6,1
18012,1214.2,568.0,1
18018,1163,570,1
18024,1180,568,1
18030,1203,561,1
18036,1185,545,1
18042,1159,521,1
18048,1158,510,1
18054,1171.3,500.0,1
18060,1152.6,492.8,1
18066,1131.4,490.6,1
18072,1108.2,488.3,1
18078,1085.9,484.8,1
18084,1249.2,498.1,1
18090,1345,512,1
18096,1393,518,1
18102,1429.4,534.0,1
18108,1498.2,542.8,1
18114,1457.1,543.5,1
18120,1418.0,539.6,1
18126,1397.5,540.2,1
18132,1382.9,539.7,1
18138,1348.7,535.7,1
18144,1287.5,535.0,1
18150,1251.2,528.9,1
18156,1233.2,520.5,1
18168,1258,502,1
18174,1259,504,1
18180,1294,506,1
18186,1317,502,1
18192,1327,502,1
18198,1336,502,1
18204,1336,502,1
18210,,,0
18216,,,0
18222,,,0
18228,,,0
18234,,,0
18240,,,0
18246,,,0
18252,,,0
18258,,,0
18264,,,0
18270,,,0
18276,,,0
18282,,,0
18288,,,0
18294,,,0
18300,,,0
18306,,,0
18312,,,0
18318,,,0
18324,,,0
18330,,,0
18336,,,0
18342,,,0
18348,,,0
18354,,,0
18360,,,0
18366,754.5,500.5,1
18372,,,0
18378,452.7,474.1,1
18384,397.6,462.0,1
18390,488.9,469.3,1
18396,516.1,469.8,1
18402,547.5,470.4,1
18408,576.2,469.8,1
18414,543,465,1
18420,530,466,1
18426,524,465,1
18432,534,461,1
18438,514,480,1
18444,513,486,1
18450,461.0,548.2,1
18456,433.0,586.8,1
18462,391.1,610.1,1
18468,481.4,596.6,1
18474,495.4,595.0,1
18480,486.1,603.7,1
18486,479.9,605.1,1
18492,475,582,1
18498,492,589,1
18504,512,605,1
18510,514,620,1
18516,549,639,1
18522,531.1,633.6,1
18528,549.9,627.6,1
18534,460.9,587.0,1
18540,347.2,537.9,1
18546,338.9,510.8,1
18552,327.9,490.4,1
18558,338,479,1
18564,357,476,1
18570,375,473,1
18576,391,471,1
18582,415,475,1
18588,407,479,1
18594,386,489,1
18600,385,495,1
18606,354.0,573.1,1
18612,366,626,1
18618,366,626,1
18624,440.4,672.4,1
18630,517,735,1
18636,514,764,1
18642,472.9,771.5,1
18648,689.9,772.6,1
18654,1154.4,824.8,1
18660,1481,857,1
18666,1460,834,1
18672,1419,796,1
18678,1329,758,1
18684,1205,696,1
18690,1224,672,1
18696,1296,673,1
18702,1185,711,1
18708,1155,752,1
18714,1189,754,1
18720,1174,740,1
18726,1166,752,1
18732,1001,713,1
18738,167,710,1
18744,696,697,1
18750,918,647,1
18756,1015.2,766.9,1
18762,973.5,735.3,1
18768,950.8,711.7,1
18774,1017,658,1
18780,1238.3,583.5,1
18786,1475.1,575.1,1
18792,1544,580,1
18798,1173,415,1
18804,810,283,1
18810,752.8,297.3,1
18816,680,455,1
18822,563,799,1
18828,,,0
18834,,,0
18840,,,0
18846,,,0
18852,,,0
18858,,,0
18864,,,0
18870,,,0
18876,,,0
18882,,,0
18888,,,0
18894,,,0
18900,,,0
18906,,,0
18912,,,0
18918,,,0
18924,,,0
18930,,,0
18936,,,0
18942,,,0
18948,,,0
18954,,,0
18960,,,0
18966,,,0
18972,,,0
18978,,,0
18984,,,0
18990,,,0
18996,,,0
19002,,,0
19008,,,0
19014,,,0
19020,,,0
19026,,,0
19032,,,0
19038,,,0
19044,,,0
19050,,,0
19056,,,0
19062,,,0
19068,,,0
19074,,,0
19080,,,0
19086,,,0
19092,,,0
19098,,,0
19104,,,0
19110,,,0
19116,,,0
19122,,,0
19128,,,0
