Frame,X_img,Y_img,visible
1141,1742,258,1
1144,1745,259,1
1147,1756,273,1
1150,1761,261,1
1153,1766,248,1
1156,1785,258,1
1159,1805,255,1
1162,1826,256,1
1165,,,0
1168,,,0
1171,,,0
1174,,,0
1177,,,0
1180,,,0
1183,,,0
1186,,,0
1189,,,0
1192,,,0
1195,,,0
1198,,,0
1201,,,0
1204,,,0
1207,,,0
1210,,,0
1213,,,0
1216,,,0
1219,,,0
1222,,,0
1225,,,0
1228,1803,285,1
1231,1814,296,1
1234,1825,293,1
1237,1825,307,1
1240,1831,329,1
1243,1823,336,1
1246,1821,344,1
1249,1821,344,1
1252,1809,355,1
1255,1795,360,1
1258,1783,369,1
1261,1768,365,1
1264,1761,366,1
1267,1761,366,1
1270,1761,368,1
1273,1761,369,1
1276,1735,392,1
1279,1725,408,1
1282,1709,426,1
1285,1691,450,1
1288,1677,469,1
1291,1668,491,1
1294,1643,508,1
1297,1632,519,1
1300,1611,546,1
1303,1599,546,1
1306,1618,513,1
1309,1634,501,1
1312,1644,468,1
1315,1652,452,1
1318,1658,441,1
1321,1670,423,1
1324,1675,405,1
1327,1680,401,1
1330,1680,394,1
1333,1679,386,1
1336,1679,380,1
1339,1684,366,1
1342,1683,361,1
1345,1683,367,1
1348,1681,367,1
1351,1678,364,1
1354,1675,361,1
1357,1672,359,1
1360,1675,364,1
1363,1675,367,1
1366,1675,370,1
1369,1677,373,1
1372,1677,380,1
1375,1672,378,1
1378,1660,396,1
1381,1658,420,1
1384,1654,450,1
1387,1656,493,1
1390,1662,502,1
1393,1662,530,1
1396,1659,560,1
1399,1662,574,1
1402,1654,576,1
1405,1644,575,1
1408,1634,577,1
1411,1605,579,1
1414,1579,583,1
1417,1556.9,584.2,1
1420,1544.5,585.4,1
1423,1535.9,587.5,1
1426,1528.2,589.8,1
1429,1520.8,591.0,1
1432,1517.1,593.5,1
1438,1497.2,603.7,1
1441,1482.3,612.5,1
1444,1472.1,618.8,1
1450,1439.5,629.0,1
1453,1397.5,629.5,1
1456,1367.0,629.3,1
1459,1339.0,631.3,1
1462,1321.8,633.0,1
1465,1304.2,636.6,1
1468,1285.5,641.5,1
1471,1255,656,1
1474,1249,694,1
1477,1226.8,722.5,1
1480,1207.4,759.1,1
1483,1189.9,792.7,1
1486,1169,836,1
1489,1150,845,1
1492,1134,867,1
1495,1117.4,858.0,1
1498,1105.5,857.7,1
1501,1095.1,859.0,1
1504,1085.7,862.7,1
1507,1038.6,856.2,1
1510,945.2,838.0,1
1516,752.2,800.2,1
1519,675.9,785.7,1
1522,617.2,773.9,1
1525,568.4,762.0,1
1528,539,747,1
1531,539,752,1
1534,540,757,1
1537,540,757,1
1540,540,757,1
1543,565,762,1
1546,579,763,1
1549,596,766,1
1552,619,765,1
1555,640,765,1
1558,665,765,1
1561,694,752,1
1564,750,729,1
1567,792,709,1
1570,818,710,1
1573,853,697,1
1576,876,680,1
1579,,,0
1582,,,0
1585,,,0
1588,1011,644,1
1591,1048,652,1
1594,1085,644,1
1597,1107,637,1
1600,1134,637,1
1603,1153,617,1
1606,1128,521,1
1609,1104,445,1
1612,1088,370,1
1615,1073,314,1
1618,1067,282,1
1621,1059,255,1
1624,1048,212,1
1627,,,0
1630,,,0
1633,,,0
1636,,,0
1639,,,0
1642,,,0
1645,990,223,1
1648,996,235,1
1651,982,240,1
1654,989,229,1
1657,989,238,1
1660,989,238,1
1663,989,238,1
1666,975,237,1
1669,974,237,1
1672,966,238,1
1675,966,233,1
1678,960,241,1
1681,950,248,1
1684,950,250,1
1687,946,263,1
1690,941,265,1
1693,929,274,1
1696,928,279,1
1699,922,277,1
1702,916,283,1
1705,,,0
1708,,,0
1711,,,0
1714,844,284,1
1717,828,266,1
1720,813,278,1
1723,797,280,1
1726,,,0
1729,707,362,1
1732,657.5,390.9,1
1735,630.8,420.1,1
1738,597.0,463.7,1
1741,647,388,1
1744,712,230,1
1747,,,0
1750,,,0
1753,,,0
1756,,,0
1759,,,0
1762,,,0
1765,,,0
1768,,,0
1771,,,0
1774,,,0
1777,,,0
1780,,,0
1783,,,0
1786,,,0
1789,,,0
1792,,,0
1795,1211,198,1
1798,1238,267,1
1801,1260,287,1
1804,1272,243,1
1807,,,0
1810,,,0
1813,,,0
1816,,,0
1819,,,0
1822,,,0
1825,,,0
1828,1344,214,1
1831,1351,258,1
1834,1354,267,1
1837,1357,243,1
1840,1364,222,1
1843,,,0
1846,,,0
1849,,,0
1852,,,0
1855,,,0
1858,,,0
1861,,,0
1864,,,0
1867,,,0
1870,,,0
1873,,,0
1876,,,0
1879,,,0
1882,,,0
1885,,,0
1888,,,0
1891,,,0
1894,,,0
1897,,,0
1900,,,0
1903,,,0
1906,,,0
1909,,,0
1912,,,0
1915,,,0
1918,,,0
1921,,,0
1924,,,0
1927,,,0
1930,,,0
1933,,,0
1936,,,0
1939,,,0
1942,,,0
1945,,,0
1948,,,0
1951,,,0
1954,,,0
1957,,,0
1960,,,0
1963,,,0
1966,,,0
1969,,,0
1972,,,0
1975,,,0
1978,,,0
1981,,,0
1984,,,0
1987,,,0
1990,,,0
1993,,,0
1996,,,0
1999,,,0
2002,,,0
2005,,,0
2008,,,0
2011,,,0
2014,,,0
2017,,,0
2020,,,0
2023,,,0
2026,,,0
2029,,,0
2032,,,0
2035,,,0
2038,,,0
2041,,,0
2044,,,0
2047,,,0
2050,,,0
2053,,,0
2056,,,0
2059,,,0
2062,,,0
2065,,,0
2068,,,0
2071,,,0
2074,,,0
2077,,,0
2080,,,0
2083,,,0
2086,,,0
2089,,,0
2092,,,0
2095,,,0
2098,,,0
2101,,,0
2104,,,0
2107,,,0
2110,,,0
2113,,,0
2116,,,0
2119,,,0
2122,,,0
2125,,,0
2128,,,0
2131,,,0
2134,,,0
2137,,,0
2140,,,0
2143,,,0
2146,,,0
2149,,,0
2152,,,0
2155,,,0
2158,,,0
2161,,,0
2164,,,0
2167,,,0
2170,,,0
2173,,,0
2176,,,0
2179,,,0
2182,,,0
2185,,,0
2188,,,0
2191,,,0
2194,,,0
2197,1025.2,255.9,1
2200,1026.4,257.3,1
2203,1031.7,258.8,1
2206,1043.8,262.4,1
2209,1056.6,266.0,1
2212,1073.7,270.0,1
2215,1089.3,271.8,1
2218,1106.4,276.2,1
2221,1129.8,283.8,1
2224,1149.1,291.5,1
2227,1170.1,299.7,1
2233,1209.7,314.6,1
2236,1229.8,318.4,1
2239,1246.9,322.5,1
2242,1263.3,325.9,1
2248,1299.8,324.8,1
2251,1319.7,324.1,1
2254,1339.3,323.1,1
2257,1356.3,323.1,1
2260,1373.0,323.1,1
2263,1389.2,323.1,1
2266,1405.2,323.6,1
2269,1416.5,325.6,1
2275,1437.3,321.7,1
2290,,,0
2293,,,0
2296,,,0
2299,,,0
2302,,,0
2305,,,0
2308,1534.8,279.0,1
2311,1541.7,278.8,1
2317,1559,278,1
2320,1559,278,1
2323,1559,278,1
2326,1570,278,1
2329,1570,275,1
2332,1583,270,1
2335,1583,270,1
2338,1583,270,1
2341,1589,264,1
2344,1591,259,1
2347,1592,259,1
2350,1592,259,1
2353,1601.3,254.2,1
2356,1611,260,1
2359,1614,249,1
2362,1626,245,1
2365,1626,245,1
2368,1626,245,1
2371,1656,244,1
2374,1576,214,1
2377,1409,160,1
2380,1272,116,1
2383,1126,96,1
2386,994,99,1
2389,868,103,1
2392,759,138,1
2395,668,173,1
2398,566,249,1
2401,468,335,1
2404,394,428,1
2407,344,383,1
2410,306,363,1
2413,276,351,1
2416,246,373,1
2419,225,402,1
2422,204,447,1
2425,190,498,1
2428,171,501,1
2431,141,486,1
2434,180,536,1
2437,1061.2,338.9,1
2440,116,547,1
2443,117,585,1
2446,102,570,1
2449,106,581,1
2452,117,608,1
2455,174,629,1
2458,205,615,1
2461,219,607,1
2464,260,631,1
2467,289,631,1
2470,312,646,1
2473,326,644,1
2476,352,656,1
2479,498,667,1
2482,663,665,1
2485,750,674,1
2488,860,677,1
2491,942,676,1
2494,1025,681,1
2497,1116,679,1
2500,1136,692,1
2503,1176,701,1
2506,1143,641,1
2509,1100,605,1
2512,1067,579,1
2515,1027,530,1
2518,1001,507,1
2521,983,489,1
2524,972,473,1
2527,970,469,1
2530,949,449,1
2533,946,424,1
2536,940,466,1
2539,931,463,1
2542,931,463,1
2545,931,463,1
2548,922,461,1
2551,908,461,1
2554,901,461,1
2557,901,461,1
2560,901,461,1
2563,901,461,1
2566,890,461,1
2569,890,461,1
2572,850,449,1
2575,847,457,1
2578,847,457,1
2581,847,457,1
2584,811,452,1
2587,811,452,1
2590,811,452,1
2593,811,452,1
2596,801,452,1
2599,801,452,1
2602,792,451,1
2605,786,447,1
2608,786,447,1
2611,786,447,1
2614,774,446,1
2617,761,432,1
2620,734,429,1
2623,738,429,1
2626,738,429,1
2629,738,429,1
2632,738,429,1
2635,720,428,1
2638,678,413,1
2641,646,399,1
2644,628,391,1
2647,628,391,1
2650,599,385,1
2653,584,378,1
2656,572,373,1
2659,,,0
2662,,,0
2665,,,0
2668,,,0
2671,,,0
2674,,,0
2677,,,0
2680,,,0
2683,,,0
2686,,,0
2689,,,0
2692,,,0
2695,,,0
2698,,,0
